C#,Mw,HLB,EO,Conc,pH,IE,pH_original,medium
-1.5767733229713105e-16,-0.5144027353513417,-1.3832320305486527,-1.3906349155129701e-16,-0.47169813958529405,0.12138791297151083,-6.22,4.9,NaCl
0.11347727583102264,-0.6799882613745533,-0.02810154788836165,-0.5694196032050728,-0.19161870338238576,1.899581844210664,62.98349999999999,12.5,CPS
0.823592850809156,1.531568784789933e-16,-6.595055619598275e-16,-1.3906349155129701e-16,2.0490167862408804,0.12138791297151083,35.0,4.9,NaCl
0.11347727583102264,-0.7690033219418974,-1.6245566370498004,-0.6868482823421843,-0.19161870338238576,1.899581844210664,64.91502,12.5,CPS
0.4685350633200893,0.4232360411128513,1.4012826598492054,0.859295992963117,-0.7237696321679115,-0.9080927840616833,74.6757,0.5,HCl
0.024712828958755973,-0.6321127757156505,0.1946596273434669,-0.510705263636517,2.0490167862408804,0.12138791297151083,44.645649999999996,4.9,NaCl
0.5572995101923559,-0.6827163052284899,-0.7335119361224859,-0.6085624962507766,-0.19161870338238576,1.899581844210664,56.76474999999999,12.5,CPS
-1.040460533508444,0.2602270009516913,-1.476049186895248,-0.5498481566822209,2.0490167862408804,0.12138791297151083,31.7206,4.9,NaCl
-1.5767733229713105e-16,1.531568784789933e-16,0.009025314650276332,-1.3906349155129701e-16,-0.19161870338238576,1.899581844210664,82.6646,12.5,CPS
-0.24158051165804403,-0.7346670168914217,-0.7149485048531669,-0.7064197288650362,-0.47169813958529405,0.12138791297151083,22.5027,4.9,NaCl
-1.040460533508444,-0.1776071978282839,-1.754500655935034,-1.3906349155129701e-16,-0.47169813958529405,-0.9080927840616833,82.19,0.5,HCl
-0.3303449585303107,-0.6407010619224884,0.1946596273434669,-0.510705263636517,-0.7237696321679115,-0.9080927840616833,41.088,0.5,HCl
0.11347727583102264,-0.7690033219418974,-1.6245566370498004,-0.6868482823421843,-0.47169813958529405,0.12138791297151083,13.546440000000002,4.9,NaCl
0.11347727583102264,-0.6799882613745533,-0.02810154788836165,-0.5694196032050728,-0.7237696321679115,-0.9080927840616833,54.894149999999996,0.5,HCl
0.4685350633200893,-0.7070497828145309,-1.5131760494338864,-0.7064197288650362,-0.47169813958529405,0.12138791297151083,14.7,4.9,NaCl
-1.5767733229713105e-16,-0.5144027353513417,-1.3832320305486527,-1.3906349155129701e-16,-0.19161870338238576,1.899581844210664,77.4,12.5,CPS
-1.040460533508444,4.066016574962245,2.1438199106219678,4.617013725350684,-0.47169813958529405,-0.9080927840616833,80.78405,0.5,HCl
0.11347727583102264,1.531568784789933e-16,-6.595055619598275e-16,-1.3906349155129701e-16,-0.47169813958529405,-0.9080927840616833,49.31,0.5,HCl
-1.040460533508444,-0.2112867515805897,1.6797341288889913,-0.31499079840799793,-0.47169813958529405,0.12138791297151083,-2.8158499999999997,4.9,NaCl
0.11347727583102264,-0.6354807310908811,0.21322305861278587,-0.510705263636517,-0.47169813958529405,-0.9080927840616833,73.2718,0.5,HCl
-0.24158051165804403,-0.40032671883690685,-6.595055619598275e-16,-1.3906349155129701e-16,-0.47169813958529405,-0.9080927840616833,80.988,0.5,HCl
0.11347727583102264,-0.6354807310908811,0.21322305861278587,-0.510705263636517,-0.7237696321679115,-0.9080927840616833,66.7844,0.5,HCl
-1.040460533508444,3.392425499916129,1.6797341288889913,3.0121551104768276,-0.19161870338238576,1.899581844210664,54.47625,12.5,CPS
-1.040460533508444,4.066016574962245,2.1438199106219678,4.617013725350684,-0.47169813958529405,0.12138791297151083,-26.27795,4.9,NaCl
-1.040460533508444,-0.00920942906675499,-1.0119634051622717,-1.3906349155129701e-16,-0.47169813958529405,0.12138791297151083,19.61,4.9,NaCl
0.4685350633200893,1.531568784789933e-16,-1.3832320305486527,-1.3906349155129701e-16,-0.47169813958529405,0.12138791297151083,43.391949999999994,4.9,NaCl
-1.5767733229713105e-16,1.531568784789933e-16,0.009025314650276332,-1.3906349155129701e-16,-0.7237696321679115,-0.9080927840616833,82.54519999999998,0.5,HCl
0.5572995101923559,-0.1617778075647002,0.9000700155775911,0.0764381320490404,-0.47169813958529405,0.12138791297151083,60.1821,4.9,NaCl
0.5572995101923559,-0.1617778075647002,0.9000700155775911,0.0764381320490404,-0.47169813958529405,-0.9080927840616833,73.3095,0.5,HCl
-1.5767733229713105e-16,-0.3473521487399051,0.9186334468469098,-0.11927633317947875,-0.7237696321679115,-0.9080927840616833,69.5875,0.5,HCl
-0.06405161791351069,1.531568784789933e-16,-1.1975977178554622,-1.3906349155129701e-16,-0.47169813958529405,0.12138791297151083,9.27,4.9,NaCl
0.024712828958755973,-0.6321127757156505,0.1946596273434669,-0.510705263636517,-0.7237696321679115,-0.9080927840616833,66.2869,0.5,HCl
0.11347727583102264,-0.3392690558393517,0.9186334468469098,-0.09970488665662683,-0.7237696321679115,-0.9080927840616833,92.0574,0.5,HCl
0.11347727583102264,-0.6206448876629904,0.2874767836900622,-0.49113381711366516,-0.7237696321679115,-0.9080927840616833,55.791000000000004,0.5,HCl
-0.3303449585303107,-0.33724828261421336,0.9000700155775911,-0.11927633317947875,-0.47169813958529405,-0.9080927840616833,57.792,0.5,HCl
-1.040460533508444,1.102215844759336,-0.8263290924690812,-0.31499079840799793,2.0490167862408804,0.12138791297151083,27.014249999999997,4.9,NaCl
3.841584044466223,0.05545531413767212,0.2874767836900622,0.0764381320490404,-0.7237696321679115,-0.9080927840616833,70.4802,0.5,HCl
0.5572995101923559,-0.40999611871919384,0.4731110963832527,-0.31499079840799793,-0.47169813958529405,-0.9080927840616833,43.13,0.5,HCl
0.5572995101923559,-0.40999611871919384,0.4731110963832527,-0.31499079840799793,-0.47169813958529405,0.12138791297151083,7.645,4.9,NaCl
0.4685350633200893,-0.02183926172386966,1.011450603193505,0.2721525972775596,2.0490167862408804,0.12138791297151083,57.938849999999995,4.9,NaCl
-1.5767733229713105e-16,0.11776248857943783,1.0300140344628244,0.46786706250607873,2.0490167862408804,0.12138791297151083,22.857,4.9,NaCl
-1.5767733229713105e-16,-0.3473521487399051,0.9186334468469098,-0.11927633317947875,-0.19161870338238576,1.899581844210664,86.184,12.5,CPS
-1.5767733229713105e-16,-0.7185008310903148,-0.2879895856588285,-0.6085624962507766,-0.47169813958529405,-0.9080927840616833,88.23,0.5,HCl
0.823592850809156,1.531568784789933e-16,-6.595055619598275e-16,-1.3906349155129701e-16,-0.47169813958529405,0.12138791297151083,6.36,4.9,NaCl
-0.15281606478577736,-0.760219694323296,-0.8077656611997622,-0.6477053892964805,-0.47169813958529405,-0.9080927840616833,79.5406,0.5,HCl
-1.040460533508444,1.8094864735577574,0.1018424709968716,-1.3906349155129701e-16,-0.7237696321679115,-0.9080927840616833,66.7,0.5,HCl
0.4685350633200893,-0.39273534742113714,0.6773088403457626,-0.21713356579373833,2.0490167862408804,0.12138791297151083,54.41655,4.9,NaCl
0.5572995101923559,-0.6827163052284899,-0.7335119361224859,-0.6085624962507766,-0.47169813958529405,-0.9080927840616833,67.0431,0.5,HCl
-1.040460533508444,1.1358953985116418,0.1018424709968716,-1.3906349155129701e-16,-0.47169813958529405,0.12138791297151083,5.405399999999999,4.9,NaCl
