Feature,S1,S1_conf,ST,ST_conf,Interaction
C#,0.3405563981381228,0.03968819688153478,0.5784810072899012,0.03871235244612776,0.23792460915177838
HLB,0.21615620676781852,0.027077347364784572,0.4191833101772767,0.02845143677004488,0.2030271034094582
Mw,0.1631868285628503,0.01901805893644104,0.19060524924342812,0.01213981232626565,0.027418420680577815
EO,0.03199850008650962,0.012023354747565225,0.08942917700082448,0.011251396340668095,0.05743067691431486
Conc,0.0,0.0,0.0,0.0,0.0
