C#,Mw,HLB,EO,Conc,pH,IE,pH_original,medium
-0.877181259523425,2.7830827226064665,1.5259669172934374,2.3784606960653254,-1.3877787807814457e-17,0.0,54.47625,12.5,CPS
3.028363872164204,-0.10772661690858967,0.1351116541353566,-0.1064982401223279,-1.3877787807814457e-17,0.0,49.916199999999996,12.5,CPS
-0.1670821446711287,-0.7693625009637262,-0.14305939849625957,-0.6697555989915293,-1.3877787807814457e-17,0.0,-25.3725,12.5,CPS
-0.09607223318589907,-1.3267943975195003e-16,-1.3484672932332629,1.1771130138468556e-16,-1.3877787807814457e-17,0.0,93.27,12.5,CPS
-0.877181259523425,0.7990795424790561,-0.9775725563911081,-0.43782609828068164,-1.3877787807814457e-17,0.0,88.0376,12.5,CPS
-0.877181259523425,-0.5722167731972422,-1.7193620300754178,-0.6366228131756939,-1.3877787807814457e-17,0.0,45.0138,12.5,CPS
-0.2380920561563583,-0.5025703547385669,0.0,1.1771130138468556e-16,-1.3877787807814457e-17,0.0,63.138000000000005,12.5,CPS
-1.2613894193199405e-16,-0.05375005980218219,0.8769011278196663,0.22482961803602586,-1.3877787807814457e-17,0.0,56.021499999999996,12.5,CPS
0.045947589784560185,-0.3207151935987381,0.8769011278196663,-0.1064982401223279,-1.3877787807814457e-17,0.0,61.9938,12.5,CPS
3.028363872164204,1.9486343262587615,0.8769011278196663,2.5441246251445024,-1.3877787807814457e-17,0.0,64.4985,12.5,CPS
-0.877181259523425,-0.30962811700390847,-1.9048093984964953,1.1771130138468556e-16,-1.3877787807814457e-17,0.0,91.49,12.5,CPS
0.045947589784560185,-0.7062828704426165,0.06093270676692556,-0.6034900273598586,-1.3877787807814457e-17,0.0,43.0238,12.5,CPS
0.11695750126978981,-0.6787110615423164,0.1351116541353566,1.1771130138468556e-16,-1.3877787807814457e-17,0.0,88.0209,12.5,CPS
-0.877181259523425,1.5576689937042423,1.989585338346131,1.9477344804594656,-1.3877787807814457e-17,0.0,-16.586650000000002,12.5,CPS
-0.3091019676415879,-0.4479248092657309,0.7470879699249123,-0.27216216920150477,-1.3877787807814457e-17,0.0,37.534,12.5,CPS
0.045947589784560185,-0.6934306145478205,0.1351116541353566,-0.5869236344519408,-1.3877787807814457e-17,0.0,82.017,12.5,CPS
-0.1670821446711287,-0.814345396595512,-0.9590278195490004,-0.7277379741692412,-1.3877787807814457e-17,0.0,76.68632000000001,12.5,CPS
0.4009971472107083,-0.510946086752131,0.32055902255643404,-0.43782609828068164,-1.3877787807814457e-17,0.0,36.315,12.5,CPS
-0.877181259523425,0.06966660860868465,-1.6266383458648792,-0.6366228131756939,-1.3877787807814457e-17,0.0,88.02765,12.5,CPS
0.32998723572547867,-1.3267943975195003e-16,-1.5339146616543404,1.1771130138468556e-16,-1.3877787807814457e-17,0.0,76.98315000000001,12.5,CPS
-0.877181259523425,1.411786406930168,-0.05033571428572084,1.1771130138468556e-16,-1.3877787807814457e-17,0.0,94.04,12.5,CPS
0.045947589784560185,-0.7448396381270044,-0.18014887218047493,-0.6531892060836116,-1.3877787807814457e-17,0.0,62.98349999999999,12.5,CPS
0.32998723572547867,0.21088095260598858,1.2477958646618212,0.5561574761943796,-1.3877787807814457e-17,0.0,93.09960000000001,12.5,CPS
-0.1670821446711287,-0.7691582653422425,-0.16160413533836723,-0.6697555989915293,-1.3877787807814457e-17,0.0,12.2,12.5,CPS
-0.02506232170066944,-0.5348708309830792,0.6358195488722655,-0.43782609828068164,-1.3877787807814457e-17,0.0,66.773,12.5,CPS
3.028363872164204,-0.10772661690858967,-0.05033571428572084,-0.1064982401223279,-1.3877787807814457e-17,0.0,31.252950000000002,12.5,CPS
-0.3091019676415879,-0.7108052306326128,0.04238796992481788,-0.6117732238138174,-1.3877787807814457e-17,0.0,42.7776,12.5,CPS
-0.877181259523425,0.828256059833871,-0.05033571428572084,1.1771130138468556e-16,-1.3877787807814457e-17,0.0,83.4273,12.5,CPS
-0.877181259523425,3.3666130697027636,1.989585338346131,3.7369049145145756,-1.3877787807814457e-17,0.0,-51.4017,12.5,CPS
-0.877181259523425,-0.3388046343587234,1.5259669172934374,-0.43782609828068164,-1.3877787807814457e-17,0.0,32.42705,12.5,CPS
0.32998723572547867,-0.6759247041349316,-0.05033571428572084,-0.5869236344519408,-1.3877787807814457e-17,0.0,22.278049999999997,12.5,CPS
-0.09607223318589907,-0.7271440803513091,0.11656691729324892,-0.6200564202677762,-1.3877787807814457e-17,0.0,48.12,12.5,CPS
-1.2613894193199405e-16,-1.3267943975195003e-16,0.0,1.1771130138468556e-16,-1.3877787807814457e-17,0.0,24.192000000000004,12.5,CPS
0.4009971472107083,-0.7472029360327443,-0.8848488721805693,-0.686321991899447,-1.3877787807814457e-17,0.0,56.76474999999999,12.5,CPS
0.045947589784560185,-0.8219531734957799,-1.7749962406017408,-0.7525875635311178,-1.3877787807814457e-17,0.0,64.91502,12.5,CPS
-0.877181259523425,-0.30962811700390847,0.32055902255643404,-0.6034900273598586,-1.3877787807814457e-17,0.0,55.6603,12.5,CPS
-1.2613894193199405e-16,-1.3267943975195003e-16,-0.14305939849625957,1.1771130138468556e-16,-1.3877787807814457e-17,0.0,82.6646,12.5,CPS
