y_true,y_pred,residual,abs_error,medium,C#,Mw,HLB,EO,Conc,pH
34.52,35.9810247590496,-1.4610247590496002,1.4610247590496002,NaCl,-1.040460533508444,1.8094864735577576,0.1018424709968716,-1.39063491551297e-16,2.0490167862408804,0.1213879129715108
41.09349999999999,19.368310915956858,21.725189084043134,21.725189084043134,NaCl,-0.1528160647857773,-0.7082959263033661,0.0090253146502763,-0.5889910497279247,2.0490167862408804,0.1213879129715108
35.077,29.56897388497781,5.5080261150221865,5.5080261150221865,NaCl,-0.3303449585303107,-0.3372482826142133,0.9000700155775911,-0.1192763331794787,2.0490167862408804,0.1213879129715108
51.1632,43.827638323466616,7.335561676533388,7.335561676533388,NaCl,0.5572995101923559,-0.1617778075647002,0.9000700155775911,0.0764381320490404,2.0490167862408804,0.1213879129715108
38.31165000000001,44.35112264910737,-6.03947264910736,6.03947264910736,HCl,0.1134772758310226,-0.7690033219418974,-1.6245566370498004,-0.6868482823421843,-0.7237696321679115,-0.9080927840616831
37.534,53.38474571170729,-15.85074571170729,15.85074571170729,CPS,-0.3303449585303107,-0.3372482826142133,0.9000700155775911,-0.1192763331794787,-0.1916187033823857,1.899581844210664
43.0238,54.149571834517666,-11.125771834517664,11.125771834517664,CPS,0.1134772758310226,-0.6354807310908811,0.2132230586127858,-0.510705263636517,-0.1916187033823857,1.899581844210664
42.7776,52.724346335134676,-9.946746335134677,9.946746335134677,CPS,-0.3303449585303107,-0.6407010619224884,0.1946596273434669,-0.520490986897943,-0.1916187033823857,1.899581844210664
3.0652000000000004,8.749861725515007,-5.6846617255150065,5.6846617255150065,NaCl,0.0247128289587559,1.531568784789933e-16,-6.595055619598275e-16,-1.39063491551297e-16,-0.471698139585294,0.1213879129715108
36.315,47.416734024090644,-11.101734024090646,11.101734024090646,CPS,0.5572995101923559,-0.4099961187191938,0.4731110963832527,-0.3149907984079979,-0.1916187033823857,1.899581844210664
24.192000000000004,69.8457544246872,-45.65375442468719,45.65375442468719,CPS,-1.5767733229713102e-16,1.531568784789933e-16,-6.595055619598275e-16,-1.39063491551297e-16,-0.1916187033823857,1.899581844210664
16.368000000000002,62.04349564663427,-45.67549564663427,45.67549564663427,CPS,0.823592850809156,1.531568784789933e-16,-6.595055619598275e-16,-1.39063491551297e-16,-0.1916187033823857,1.899581844210664
57.12295,58.694994463464624,-1.5720444634646213,1.5720444634646213,HCl,-0.1528160647857773,-0.7082959263033661,0.0090253146502763,-0.5889910497279247,-0.7237696321679115,-0.9080927840616831
70.8682,73.26095311161762,-2.3927531116176226,2.3927531116176226,HCl,3.841584044466223,0.0554553141376721,0.2874767836900622,0.0764381320490404,-0.471698139585294,-0.9080927840616831
